rank,region,members,n_strains,axes,n_axes,n_universal_members,diversity_mean,effect_mean,culturability_mean,composite
14860,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_dorei; Odoribacter_splanchnicus; Parabacteroides_goldsteinii,5,propionate+mucin,2,1,0.153,0.19,0.91,0.5306
14861,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Eubacterium_siraeum,5,propionate+butyrate+mucin,3,3,0.136,0.258,0.86,0.5306
14862,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Eubacterium_eligens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,2,0.162,0.214,0.83,0.5306
14863,西欧,Bifidobacterium_longum; Bacteroides_cellulosilyticus; Barnesiella_intestinihominis; Ruminococcus_lactaris; Fretibacterium_fastidiosum,5,propionate+mucin,2,0,0.175,0.22,0.8,0.5306
14864,西欧,Bifidobacterium_animalis; Bacteroides_salyersiae; Barnesiella_intestinihominis; Eubacterium_eligens; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.183,0.194,0.84,0.5306
14865,西欧,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,2,0.144,0.19,0.79,0.5306
14866,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Alistipes_putredinis; Turicibacter_sanguinis; Victivallis_vadensis,5,propionate+mucin,2,2,0.186,0.199,0.8,0.5306
14867,西欧,Bacteroides_cellulosilyticus; Bacteroides_dorei; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,1,0.122,0.251,0.82,0.5306
14868,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Parabacteroides_goldsteinii; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,3,0.078,0.229,0.9,0.5306
14869,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,2,0.14,0.208,0.85,0.5305
14870,西欧,Barnesiella_intestinihominis; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,2,0.177,0.235,0.73,0.5305
14871,西欧,Bacteroides_dorei; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.124,0.193,0.89,0.5305
14872,西欧,Bifidobacterium_longum; Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,3,0.123,0.238,0.86,0.5305
14873,西欧,Bacteroides_cellulosilyticus; Eubacterium_eligens; Eubacterium_siraeum; Turicibacter_sanguinis,4,propionate+mucin,2,2,0.216,0.295,0.825,0.5305
14874,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,2,0.136,0.227,0.9,0.5305
14875,西欧,Bacteroides_salyersiae; Alistipes_putredinis; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,4,propionate+mucin,2,2,0.138,0.156,0.825,0.5305
14876,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Bacteroides_salyersiae; Barnesiella_intestinihominis; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.161,0.188,0.86,0.5305
14877,西欧,Bacteroides_salyersiae; Alistipes_putredinis; Parabacteroides_goldsteinii; Turicibacter_sanguinis; Victivallis_vadensis,5,propionate+mucin,2,4,0.172,0.167,0.79,0.5305
14878,西欧,Butyrivibrio_crossotus; Ruminococcus_lactaris; Turicibacter_sanguinis; Akkermansia_muciniphila,4,propionate+butyrate+mucin,3,3,0.143,0.269,0.775,0.5304
14879,西欧,Bifidobacterium_longum; Alistipes_putredinis; Intestinimonas_butyriciproducens; Eubacterium_eligens; Victivallis_vadensis,5,propionate+butyrate,2,1,0.224,0.206,0.8,0.5304
14880,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,2,0.096,0.254,0.91,0.5304
14881,西欧,Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,2,0.104,0.243,0.838,0.5304
14882,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_salyersiae; Odoribacter_splanchnicus; Eubacterium_siraeum,5,propionate+mucin,2,2,0.188,0.208,0.9,0.5304
14883,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Eubacterium_siraeum; Ruminococcus_lactaris,4,propionate+mucin,2,1,0.174,0.291,0.85,0.5304
14884,西欧,Bacteroides_intestinalis; Alistipes_putredinis; Parabacteroides_goldsteinii; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.167,0.203,0.79,0.5304
14885,西欧,Bacteroides_salyersiae; Alistipes_indistinctus; Ruminococcus_lactaris; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.153,0.2,0.81,0.5304
14886,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Bacteroides_intestinalis; Eubacterium_eligens; Eubacterium_siraeum,5,propionate+mucin,2,2,0.19,0.266,0.91,0.5304
14887,西欧,Bacteroides_intestinalis; Barnesiella_intestinihominis; Eubacterium_siraeum; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,3,0.193,0.188,0.78,0.5303
14888,西欧,Bifidobacterium_animalis; Odoribacter_splanchnicus; Eubacterium_eligens; Butyrivibrio_crossotus,4,propionate+butyrate,2,1,0.194,0.252,0.85,0.5303
14889,西欧,Bacteroides_dorei; Parabacteroides_goldsteinii; Eubacterium_siraeum; Ruminococcus_lactaris,4,propionate+mucin,2,2,0.159,0.249,0.838,0.5303
14890,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Barnesiella_intestinihominis; Parabacteroides_goldsteinii; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.153,0.19,0.85,0.5303
14891,西欧,Bacteroides_cellulosilyticus; Eubacterium_eligens; Turicibacter_sanguinis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,2,0.172,0.244,0.82,0.5303
14892,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_dorei; Butyrivibrio_crossotus; Eubacterium_siraeum,5,propionate+butyrate+mucin,3,2,0.132,0.27,0.9,0.5303
14893,西欧,Alistipes_putredinis; Intestinimonas_butyriciproducens; Eubacterium_eligens; Turicibacter_sanguinis,4,propionate+butyrate,2,1,0.234,0.225,0.762,0.5303
14894,西欧,Bacteroides_dorei; Barnesiella_intestinihominis; Eubacterium_eligens; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.197,0.205,0.78,0.5303
14895,西欧,Bacteroides_intestinalis; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,4,0.127,0.176,0.84,0.5303
14896,西欧,Bifidobacterium_longum; Bacteroides_cellulosilyticus; Alistipes_putredinis; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.174,0.196,0.8,0.5303
14897,西欧,Bifidobacterium_longum; Bacteroides_intestinalis; Ruminococcus_lactaris; Victivallis_vadensis; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.172,0.214,0.84,0.5303
14898,西欧,Bacteroides_intestinalis; Odoribacter_splanchnicus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,2,0.159,0.153,0.76,0.5302
14899,西欧,Bifidobacterium_animalis; Odoribacter_splanchnicus; Alistipes_indistinctus; Parabacteroides_goldsteinii; Butyrivibrio_crossotus,5,propionate+butyrate,2,3,0.142,0.21,0.85,0.5302
14900,西欧,Bacteroides_intestinalis; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Eubacterium_eligens; Eubacterium_siraeum,5,propionate+mucin,2,4,0.177,0.234,0.9,0.5302
14901,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Alistipes_putredinis; Eubacterium_eligens; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.176,0.206,0.84,0.5302
14902,西欧,Alistipes_putredinis; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Eubacterium_siraeum,4,propionate+butyrate,2,2,0.201,0.28,0.8,0.5302
14903,西欧,Bifidobacterium_longum; Alistipes_indistinctus; Parabacteroides_goldsteinii; Butyrivibrio_crossotus; Ruminococcus_lactaris,5,propionate+butyrate+mucin,3,3,0.113,0.227,0.82,0.5302
14904,西欧,Bacteroides_salyersiae; Turicibacter_sanguinis; Victivallis_vadensis; Akkermansia_muciniphila,4,propionate+mucin,2,4,0.176,0.19,0.812,0.5302
14905,西欧,Bifidobacterium_longum; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,1,0.128,0.205,0.85,0.5302
14906,西欧,Bifidobacterium_animalis; Alistipes_indistinctus; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Ruminococcus_lactaris,5,propionate+butyrate+mucin,3,2,0.13,0.197,0.81,0.5302
14907,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii; Eubacterium_eligens; Victivallis_vadensis,5,propionate+mucin,2,2,0.162,0.228,0.86,0.5302
14908,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Eubacterium_siraeum; Turicibacter_sanguinis; Akkermansia_muciniphila,5,propionate+mucin,2,4,0.164,0.245,0.88,0.5302
14909,西欧,Bacteroides_cellulosilyticus; Bacteroides_dorei; Turicibacter_sanguinis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,2,0.15,0.238,0.84,0.5302
14910,西欧,Intestinimonas_butyriciproducens; Eubacterium_eligens; Butyrivibrio_crossotus; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+butyrate+mucin,3,2,0.149,0.244,0.81,0.5302
14911,西欧,Bifidobacterium_longum; Barnesiella_intestinihominis; Ruminococcus_lactaris; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,1,0.18,0.207,0.81,0.5302
14912,西欧,Bifidobacterium_longum; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Victivallis_vadensis; Akkermansia_muciniphila,5,propionate+butyrate+mucin,3,3,0.165,0.191,0.8,0.5302
14913,西欧,Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Ruminococcus_lactaris; Victivallis_vadensis,4,propionate+butyrate+mucin,3,2,0.17,0.189,0.75,0.5301
14914,西欧,Bacteroides_intestinalis; Odoribacter_splanchnicus; Eubacterium_eligens; Eubacterium_siraeum; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.209,0.211,0.82,0.5301
14915,西欧,Bifidobacterium_animalis; Alistipes_putredinis; Parabacteroides_goldsteinii; Eubacterium_siraeum; Ruminococcus_lactaris,5,propionate+mucin,2,2,0.176,0.235,0.83,0.5301
14916,西欧,Bifidobacterium_longum; Eubacterium_eligens; Eubacterium_siraeum; Victivallis_vadensis; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.215,0.249,0.86,0.5301
14917,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,2,0.169,0.229,0.8,0.5301
14918,西欧,Bacteroides_salyersiae; Fretibacterium_fastidiosum; Akkermansia_muciniphila,3,propionate+mucin,2,2,0.131,0.183,0.867,0.5301
14919,西欧,Bacteroides_intestinalis; Ruminococcus_lactaris; Turicibacter_sanguinis; Akkermansia_muciniphila,4,propionate+mucin,2,3,0.169,0.234,0.812,0.5301
14920,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_dorei; Alistipes_indistinctus; Eubacterium_eligens,5,propionate+mucin,2,1,0.174,0.235,0.9,0.5301
14921,西欧,Bacteroides_intestinalis; Bacteroides_salyersiae; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Victivallis_vadensis,5,propionate+butyrate+mucin,3,4,0.143,0.208,0.82,0.5301
14922,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Alistipes_putredinis; Butyrivibrio_crossotus; Ruminococcus_lactaris,5,propionate+butyrate+mucin,3,1,0.152,0.248,0.83,0.5301
14923,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Bacteroides_intestinalis; Alistipes_putredinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.154,0.2,0.86,0.5301
14924,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Parabacteroides_goldsteinii; Victivallis_vadensis,5,propionate+mucin,2,2,0.14,0.222,0.88,0.5301
14925,西欧,Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Barnesiella_intestinihominis; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.174,0.201,0.8,0.5301
14926,西欧,Bacteroides_cellulosilyticus; Alistipes_putredinis; Turicibacter_sanguinis; Fretibacterium_fastidiosum,4,propionate+mucin,2,1,0.171,0.212,0.762,0.5301
14927,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Alistipes_putredinis; Parabacteroides_goldsteinii; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.156,0.183,0.85,0.53
14928,西欧,Bifidobacterium_animalis; Alistipes_putredinis; Eubacterium_eligens; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,1,0.218,0.223,0.78,0.53
14929,西欧,Bacteroides_dorei; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Ruminococcus_lactaris,4,propionate+butyrate+mucin,3,1,0.143,0.265,0.787,0.53
14930,西欧,Bacteroides_dorei; Eubacterium_eligens; Ruminococcus_lactaris; Victivallis_vadensis,4,propionate+mucin,2,1,0.212,0.233,0.775,0.53
14931,西欧,Alistipes_putredinis; Eubacterium_eligens; Butyrivibrio_crossotus; Eubacterium_siraeum; Victivallis_vadensis,5,propionate+butyrate,2,3,0.226,0.27,0.79,0.53
14932,西欧,Bacteroides_dorei; Alistipes_indistinctus; Parabacteroides_goldsteinii; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,3,0.157,0.195,0.79,0.53
14933,西欧,Alistipes_indistinctus; Alistipes_putredinis; Eubacterium_siraeum; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.216,0.239,0.75,0.53
14934,西欧,Barnesiella_intestinihominis; Intestinimonas_butyriciproducens; Ruminococcus_lactaris; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0,0.18,0.179,0.713,0.5299
14935,西欧,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Eubacterium_eligens; Eubacterium_siraeum; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.203,0.279,0.85,0.5299
14936,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Alistipes_indistinctus; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.132,0.2,0.87,0.5299
14937,西欧,Odoribacter_splanchnicus; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Eubacterium_eligens; Victivallis_vadensis,5,propionate+butyrate,2,2,0.21,0.177,0.79,0.5299
14938,西欧,Bacteroides_dorei; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Eubacterium_siraeum; Victivallis_vadensis,5,propionate+mucin,2,4,0.163,0.206,0.86,0.5299
14939,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Eubacterium_siraeum; Victivallis_vadensis,5,propionate+mucin,2,3,0.175,0.24,0.87,0.5299
14940,西欧,Eubacterium_eligens; Eubacterium_siraeum; Turicibacter_sanguinis; Akkermansia_muciniphila,4,propionate+mucin,2,3,0.222,0.279,0.838,0.5299
14941,西欧,Bacteroides_intestinalis; Bacteroides_salyersiae; Alistipes_putredinis; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,3,0.141,0.168,0.85,0.5299
14942,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Parabacteroides_goldsteinii; Butyrivibrio_crossotus; Akkermansia_muciniphila,5,propionate+butyrate+mucin,3,3,0.101,0.24,0.92,0.5299
14943,西欧,Odoribacter_splanchnicus; Intestinimonas_butyriciproducens; Ruminococcus_lactaris; Turicibacter_sanguinis; Victivallis_vadensis,5,propionate+butyrate+mucin,3,2,0.201,0.169,0.7,0.5299
14944,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Alistipes_indistinctus,5,propionate+mucin,2,2,0.151,0.231,0.92,0.5299
14945,西欧,Bacteroides_intestinalis; Butyrivibrio_crossotus; Eubacterium_siraeum; Turicibacter_sanguinis,4,propionate+butyrate+mucin,3,4,0.139,0.266,0.812,0.5299
14946,西欧,Bifidobacterium_animalis; Barnesiella_intestinihominis; Parabacteroides_goldsteinii; Ruminococcus_lactaris,4,propionate+mucin,2,1,0.166,0.205,0.825,0.5299
14947,西欧,Bifidobacterium_animalis; Eubacterium_siraeum; Ruminococcus_lactaris; Akkermansia_muciniphila,4,propionate+mucin,2,2,0.18,0.274,0.862,0.5298
14948,西欧,Odoribacter_splanchnicus; Eubacterium_eligens; Eubacterium_siraeum; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,2,0.251,0.227,0.76,0.5298
14949,西欧,Bifidobacterium_animalis; Parabacteroides_goldsteinii; Eubacterium_eligens; Victivallis_vadensis; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.167,0.215,0.87,0.5298
14950,西欧,Bacteroides_cellulosilyticus; Odoribacter_splanchnicus; Parabacteroides_goldsteinii; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.159,0.167,0.79,0.5298
14951,西欧,Bifidobacterium_longum; Alistipes_putredinis; Victivallis_vadensis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,2,0.179,0.183,0.81,0.5298
14952,西欧,Bifidobacterium_longum; Bacteroides_intestinalis; Barnesiella_intestinihominis; Eubacterium_siraeum; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.177,0.204,0.84,0.5298
14953,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Eubacterium_siraeum; Ruminococcus_lactaris,5,propionate+mucin,2,2,0.169,0.276,0.87,0.5298
14954,西欧,Bacteroides_salyersiae; Alistipes_indistinctus; Eubacterium_siraeum; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,4,0.192,0.214,0.78,0.5298
14955,西欧,Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Ruminococcus_lactaris; Victivallis_vadensis,4,propionate+mucin,2,2,0.183,0.228,0.8,0.5298
14956,西欧,Bacteroides_dorei; Bacteroides_intestinalis; Parabacteroides_goldsteinii; Eubacterium_siraeum; Ruminococcus_lactaris,5,propionate+mucin,2,3,0.157,0.242,0.86,0.5298
14957,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_intestinalis; Odoribacter_splanchnicus,4,propionate+mucin,2,1,0.173,0.187,0.912,0.5297
14958,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Odoribacter_splanchnicus; Parabacteroides_goldsteinii; Turicibacter_sanguinis,5,propionate+mucin,2,2,0.155,0.185,0.85,0.5297
14959,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Barnesiella_intestinihominis; Odoribacter_splanchnicus; Turicibacter_sanguinis,5,propionate+mucin,2,1,0.208,0.184,0.83,0.5297
14960,西欧,Odoribacter_splanchnicus; Alistipes_indistinctus; Butyrivibrio_crossotus; Eubacterium_siraeum; Turicibacter_sanguinis,5,propionate+butyrate,2,4,0.191,0.24,0.78,0.5297
14961,西欧,Bacteroides_dorei; Odoribacter_splanchnicus; Eubacterium_siraeum; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.195,0.183,0.78,0.5297
14962,西欧,Bacteroides_intestinalis; Bacteroides_salyersiae; Turicibacter_sanguinis; Victivallis_vadensis; Akkermansia_muciniphila,5,propionate+mucin,2,5,0.171,0.195,0.84,0.5297
14963,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Victivallis_vadensis,3,propionate+mucin,2,1,0.159,0.231,0.85,0.5296
14964,西欧,Bifidobacterium_animalis; Alistipes_indistinctus; Ruminococcus_lactaris; Victivallis_vadensis; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.174,0.216,0.81,0.5296
14965,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Intestinimonas_butyriciproducens; Victivallis_vadensis,4,propionate+butyrate+mucin,3,2,0.157,0.164,0.825,0.5296
14966,西欧,Bacteroides_salyersiae; Butyrivibrio_crossotus; Ruminococcus_lactaris,3,propionate+butyrate+mucin,3,2,0.126,0.259,0.8,0.5296
14967,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Turicibacter_sanguinis; Akkermansia_muciniphila,4,propionate+mucin,2,3,0.156,0.209,0.887,0.5296
14968,西欧,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Alistipes_putredinis; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.167,0.213,0.8,0.5296
14969,西欧,Bifidobacterium_longum; Barnesiella_intestinihominis; Eubacterium_siraeum; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,2,0.219,0.22,0.78,0.5296
14970,西欧,Bifidobacterium_longum; Bacteroides_intestinalis; Bacteroides_salyersiae; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,3,0.127,0.223,0.88,0.5296
14971,西欧,Bacteroides_dorei; Bacteroides_intestinalis; Eubacterium_eligens; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,2,0.2,0.23,0.81,0.5296
14972,西欧,Bacteroides_cellulosilyticus; Bacteroides_dorei; Eubacterium_siraeum; Turicibacter_sanguinis; Victivallis_vadensis,5,propionate+mucin,2,3,0.189,0.251,0.81,0.5296
14973,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Odoribacter_splanchnicus; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,2,0.198,0.172,0.8,0.5296
