rank,members,n_strains,axes,n_axes,diversity_mean,effect_mean_g,propionate_frac,culturability_mean,genus_diversity,spore_frac,composite_v2
8708,Odoribacter_splanchnicus; Eubacterium_eligens; Victivallis_vadensis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.237,0.201,0.2,0.74,1.0,0.6,0.61
8709,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_dorei; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.208,0.211,0.6,0.77,1.0,0.2,0.61
8710,Alistipes_putredinis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.163,0.225,0.4,0.85,1.0,0.4,0.6099
8711,Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Bacteroides_intestinalis,5,propionate+mucin,2,0.209,0.242,0.6,0.84,0.8,0.4,0.6099
8712,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.219,0.235,0.4,0.78,1.0,0.2,0.6099
8713,Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.181,0.224,0.8,0.82,0.8,0.2,0.6099
8714,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bifidobacterium_longum,4,propionate+mucin,2,0.196,0.222,0.5,0.938,1.0,0.25,0.6099
8715,Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Victivallis_vadensis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.213,0.248,0.2,0.82,0.8,0.6,0.6099
8716,Odoribacter_splanchnicus; Akkermansia_muciniphila; Victivallis_vadensis; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.202,0.182,0.4,0.78,1.0,0.4,0.6099
8717,Odoribacter_splanchnicus; Bacteroides_salyersiae; Bifidobacterium_animalis,3,propionate+mucin,2,0.191,0.18,0.67,0.9,1.0,0.0,0.6099
8718,Barnesiella_intestinihominis; Eubacterium_siraeum; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.186,0.221,0.4,0.79,1.0,0.6,0.6099
8719,Barnesiella_intestinihominis; Victivallis_vadensis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.176,0.193,0.4,0.83,1.0,0.2,0.6099
8720,Alistipes_putredinis; Eubacterium_eligens; Victivallis_vadensis; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.207,0.201,0.6,0.83,1.0,0.2,0.6099
8721,Eubacterium_eligens; Victivallis_vadensis; Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.192,0.214,0.4,0.84,0.8,0.4,0.6099
8722,Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.193,0.231,0.6,0.87,1.0,0.4,0.6099
8723,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_dorei; Bacteroides_salyersiae; Bifidobacterium_animalis,5,propionate+mucin,2,0.217,0.203,0.6,0.9,0.8,0.2,0.6098
8724,Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.199,0.258,0.2,0.87,0.8,0.6,0.6098
8725,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_dorei; Ruminococcus_lactaris; Bifidobacterium_longum,5,propionate+mucin,2,0.228,0.172,0.6,0.83,1.0,0.2,0.6098
8726,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.201,0.226,0.6,0.83,1.0,0.4,0.6098
8727,Barnesiella_intestinihominis; Eubacterium_eligens; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.2,0.236,0.2,0.83,1.0,0.6,0.6098
8728,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.128,0.252,0.4,0.87,1.0,0.2,0.6098
8729,Alistipes_putredinis; Eubacterium_eligens; Alistipes_indistinctus; Ruminococcus_lactaris; Bacteroides_salyersiae,5,propionate+mucin,2,0.232,0.215,0.6,0.81,0.8,0.4,0.6098
8730,Barnesiella_intestinihominis; Akkermansia_muciniphila; Victivallis_vadensis; Alistipes_indistinctus; Ruminococcus_lactaris,5,propionate+mucin,2,0.23,0.177,0.6,0.78,1.0,0.2,0.6098
8731,Eubacterium_eligens; Victivallis_vadensis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,4,propionate+butyrate+mucin,3,0.205,0.215,0.25,0.8,1.0,0.5,0.6098
8732,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bacteroides_dorei,5,propionate+mucin,2,0.215,0.209,0.6,0.88,0.8,0.2,0.6098
8733,Odoribacter_splanchnicus; Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.189,0.192,0.4,0.83,1.0,0.4,0.6098
8734,Barnesiella_intestinihominis; Butyrivibrio_crossotus; Bifidobacterium_animalis,3,propionate+butyrate+mucin,3,0.176,0.214,0.33,0.85,1.0,0.33,0.6098
8735,Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.179,0.222,0.6,0.93,1.0,0.2,0.6098
8736,Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis; Bifidobacterium_longum,5,propionate+mucin,2,0.195,0.233,0.6,0.9,0.8,0.2,0.6098
8737,Eubacterium_eligens; Bacteroides_dorei; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.179,0.224,0.4,0.89,0.8,0.4,0.6098
8738,Eubacterium_siraeum; Akkermansia_muciniphila; Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_dorei,5,propionate+mucin,2,0.212,0.19,0.6,0.85,1.0,0.2,0.6098
8739,Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,0.215,0.21,0.6,0.81,1.0,0.4,0.6098
8740,Barnesiella_intestinihominis; Victivallis_vadensis; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.195,0.194,0.4,0.77,1.0,0.4,0.6097
8741,Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Bifidobacterium_longum,5,propionate+mucin,2,0.202,0.201,0.6,0.87,1.0,0.2,0.6097
8742,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_salyersiae; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.167,0.212,0.75,0.925,1.0,0.25,0.6097
8743,Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_intestinalis; Bacteroides_salyersiae,4,propionate+mucin,2,0.187,0.226,0.75,0.887,0.75,0.25,0.6097
8744,Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.155,0.222,0.4,0.83,1.0,0.2,0.6097
8745,Alistipes_putredinis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.182,0.226,0.4,0.79,1.0,0.6,0.6097
8746,Alistipes_putredinis; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_salyersiae; Bifidobacterium_longum,5,propionate+mucin,2,0.218,0.206,0.6,0.87,0.8,0.2,0.6097
8747,Odoribacter_splanchnicus; Eubacterium_eligens; Butyrivibrio_crossotus,3,propionate+butyrate,2,0.254,0.235,0.33,0.817,1.0,0.67,0.6097
8748,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae,4,propionate+mucin,2,0.191,0.249,0.75,0.925,0.5,0.25,0.6097
8749,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.188,0.217,0.6,0.89,1.0,0.2,0.6097
8750,Alistipes_putredinis; Eubacterium_eligens; Ruminococcus_lactaris,3,propionate+mucin,2,0.272,0.219,0.33,0.767,1.0,0.67,0.6097
8751,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Victivallis_vadensis; Turicibacter_sanguinis,5,propionate+mucin,2,0.267,0.191,0.4,0.75,1.0,0.4,0.6097
8752,Eubacterium_siraeum; Akkermansia_muciniphila; Alistipes_indistinctus; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.181,0.222,0.4,0.82,1.0,0.6,0.6096
8753,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Victivallis_vadensis; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.237,0.169,0.6,0.77,1.0,0.2,0.6096
8754,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bifidobacterium_animalis,4,propionate+mucin,2,0.209,0.2,0.5,0.837,1.0,0.0,0.6096
8755,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_dorei; Ruminococcus_lactaris; Bacteroides_salyersiae,5,propionate+mucin,2,0.236,0.204,0.6,0.84,0.8,0.4,0.6096
8756,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.185,0.213,0.8,0.85,0.8,0.2,0.6096
8757,Odoribacter_splanchnicus; Akkermansia_muciniphila; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.208,0.193,0.4,0.77,1.0,0.6,0.6096
8758,Alistipes_putredinis; Victivallis_vadensis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.161,0.223,0.4,0.77,1.0,0.2,0.6096
8759,Odoribacter_splanchnicus; Victivallis_vadensis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.199,0.19,0.4,0.76,1.0,0.4,0.6096
8760,Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.174,0.244,0.8,0.92,0.6,0.2,0.6096
8761,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_dorei; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.182,0.194,0.8,0.82,1.0,0.2,0.6096
8762,Barnesiella_intestinihominis; Alistipes_indistinctus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.153,0.233,0.75,0.787,1.0,0.0,0.6096
8763,Barnesiella_intestinihominis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.181,0.204,0.4,0.82,1.0,0.4,0.6096
8764,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Butyrivibrio_crossotus; Bifidobacterium_longum; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.195,0.188,0.4,0.86,0.8,0.2,0.6096
8765,Barnesiella_intestinihominis; Victivallis_vadensis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.181,0.185,0.4,0.83,1.0,0.2,0.6096
8766,Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.218,0.259,0.2,0.81,0.8,0.8,0.6096
8767,Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_intestinalis; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.171,0.225,0.8,0.89,0.8,0.2,0.6096
8768,Barnesiella_intestinihominis; Akkermansia_muciniphila; Victivallis_vadensis; Alistipes_indistinctus; Bifidobacterium_longum,5,propionate+mucin,2,0.216,0.168,0.6,0.84,1.0,0.0,0.6096
8769,Eubacterium_eligens; Bacteroides_dorei; Ruminococcus_lactaris; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.198,0.225,0.4,0.83,0.8,0.6,0.6096
8770,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.147,0.253,0.4,0.81,1.0,0.4,0.6096
8771,Barnesiella_intestinihominis; Eubacterium_eligens; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.219,0.237,0.2,0.77,1.0,0.8,0.6096
8772,Eubacterium_siraeum; Bacteroides_dorei; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.178,0.238,0.33,0.867,1.0,0.67,0.6096
8773,Barnesiella_intestinihominis; Eubacterium_siraeum; Butyrivibrio_crossotus; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.162,0.223,0.4,0.86,1.0,0.4,0.6096
8774,Alistipes_putredinis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.168,0.217,0.4,0.85,1.0,0.4,0.6095
8775,Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.19,0.228,0.6,0.81,1.0,0.2,0.6095
8776,Barnesiella_intestinihominis; Eubacterium_eligens; Victivallis_vadensis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.199,0.234,0.2,0.75,1.0,0.4,0.6095
8777,Alistipes_putredinis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.148,0.232,0.4,0.82,1.0,0.2,0.6095
8778,Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.197,0.223,0.8,0.86,0.6,0.2,0.6095
8779,Barnesiella_intestinihominis; Ruminococcus_lactaris; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.208,0.216,0.33,0.75,1.0,0.67,0.6095
8780,Eubacterium_siraeum; Bacteroides_dorei; Bacteroides_salyersiae; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.171,0.229,0.5,0.887,0.75,0.5,0.6095
8781,Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Bifidobacterium_animalis,5,propionate+mucin,2,0.196,0.231,0.6,0.9,0.8,0.2,0.6095
8782,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_dorei; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.203,0.232,0.6,0.84,0.8,0.2,0.6095
8783,Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus; Ruminococcus_lactaris; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.174,0.223,0.4,0.77,1.0,0.4,0.6095
8784,Odoribacter_splanchnicus; Ruminococcus_lactaris; Bacteroides_salyersiae,3,propionate+mucin,2,0.222,0.182,0.67,0.8,1.0,0.33,0.6095
8785,Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_salyersiae; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.178,0.193,0.8,0.86,1.0,0.2,0.6095
8786,Barnesiella_intestinihominis; Eubacterium_siraeum; Akkermansia_muciniphila; Turicibacter_sanguinis,4,propionate+mucin,2,0.242,0.2,0.5,0.825,1.0,0.5,0.6095
8787,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.133,0.244,0.4,0.87,1.0,0.2,0.6095
8788,Akkermansia_muciniphila; Bacteroides_dorei; Bacteroides_intestinalis; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.163,0.206,0.6,0.87,0.8,0.4,0.6095
8789,Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.205,0.25,0.2,0.87,0.8,0.6,0.6095
8790,Eubacterium_eligens; Bacteroides_dorei; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.184,0.216,0.4,0.89,0.8,0.4,0.6094
8791,Barnesiella_intestinihominis; Eubacterium_eligens; Akkermansia_muciniphila; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.215,0.205,0.6,0.84,1.0,0.4,0.6094
8792,Odoribacter_splanchnicus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.156,0.244,0.4,0.79,1.0,0.4,0.6094
8793,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.16,0.233,0.4,0.82,1.0,0.4,0.6094
8794,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Victivallis_vadensis; Ruminococcus_lactaris,4,propionate+mucin,2,0.233,0.201,0.5,0.762,1.0,0.25,0.6094
8795,Eubacterium_eligens; Eubacterium_siraeum; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.181,0.243,0.4,0.86,0.8,0.6,0.6094
8796,Barnesiella_intestinihominis; Eubacterium_eligens; Intestinimonas_butyriciproducens; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.185,0.244,0.2,0.8,1.0,0.4,0.6094
8797,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0.123,0.282,0.5,0.838,0.75,0.25,0.6094
8798,Barnesiella_intestinihominis; Eubacterium_eligens; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.205,0.228,0.2,0.83,1.0,0.6,0.6094
8799,Barnesiella_intestinihominis; Akkermansia_muciniphila; Victivallis_vadensis; Bacteroides_dorei; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.201,0.195,0.6,0.81,1.0,0.0,0.6094
8800,Barnesiella_intestinihominis; Eubacterium_siraeum; Ruminococcus_lactaris; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.181,0.225,0.4,0.8,1.0,0.6,0.6094
8801,Odoribacter_splanchnicus; Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.194,0.184,0.4,0.83,1.0,0.4,0.6094
8802,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus; Turicibacter_sanguinis,5,propionate+mucin,2,0.216,0.198,0.6,0.77,1.0,0.2,0.6094
8803,Alistipes_indistinctus; Bacteroides_intestinalis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0.119,0.259,0.5,0.8,1.0,0.25,0.6094
8804,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_dorei; Bacteroides_salyersiae; Bifidobacterium_longum,5,propionate+mucin,2,0.222,0.195,0.6,0.9,0.8,0.2,0.6094
8805,Barnesiella_intestinihominis; Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.216,0.209,0.6,0.81,1.0,0.4,0.6093
8806,Barnesiella_intestinihominis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.219,0.228,0.6,0.84,0.8,0.4,0.6093
8807,Alistipes_putredinis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.167,0.234,0.4,0.76,1.0,0.4,0.6093
8808,Odoribacter_splanchnicus; Victivallis_vadensis; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.175,0.192,0.4,0.83,1.0,0.2,0.6093
8809,Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.177,0.23,0.4,0.8,1.0,0.6,0.6093
8810,Odoribacter_splanchnicus; Bacteroides_salyersiae; Bifidobacterium_longum,3,propionate+mucin,2,0.199,0.167,0.67,0.9,1.0,0.0,0.6093
8811,Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Ruminococcus_lactaris,5,propionate+mucin,2,0.215,0.233,0.6,0.84,0.8,0.4,0.6093
8812,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.18,0.249,0.4,0.83,0.8,0.6,0.6093
8813,Eubacterium_eligens; Bacteroides_intestinalis; Parabacteroides_goldsteinii,3,propionate+mucin,2,0.17,0.236,0.67,0.9,1.0,0.33,0.6093
8814,Akkermansia_muciniphila; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.109,0.236,0.6,0.86,1.0,0.2,0.6093
8815,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.129,0.266,0.6,0.86,0.6,0.2,0.6093
8816,Alistipes_indistinctus; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.126,0.247,0.6,0.83,0.8,0.2,0.6093
8817,Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.16,0.214,0.4,0.83,1.0,0.2,0.6093
8818,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.224,0.199,0.6,0.8,1.0,0.4,0.6093
8819,Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis,4,propionate+butyrate+mucin,3,0.169,0.206,0.5,0.838,1.0,0.5,0.6093
8820,Barnesiella_intestinihominis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.186,0.196,0.4,0.82,1.0,0.4,0.6093
8821,Odoribacter_splanchnicus; Victivallis_vadensis; Bacteroides_dorei; Bacteroides_salyersiae,4,propionate+mucin,2,0.222,0.164,0.75,0.838,0.75,0.0,0.6093
8822,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_dorei; Turicibacter_sanguinis,4,propionate+mucin,2,0.246,0.196,0.5,0.812,1.0,0.5,0.6093
8823,Alistipes_putredinis; Bacteroides_cellulosilyticus; Victivallis_vadensis; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.192,0.236,0.5,0.762,1.0,0.0,0.6092
8824,Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.136,0.206,0.6,0.82,1.0,0.2,0.6092
