"evidence_id","source_database","source_accession","doi","pmid","title","year","evidence_type","priority","relevance_score","study_tag","intervention_type_hint","taxa_hint","outcome_hint","needs_manual_review","source_url","queue_rank","queue_reason"
"PMID:28008750","PubMed","28008750","10.1002/oby.21671","28008750","The additional effects of a probiotic mix on abdominal adiposity and antioxidant Status: A double-blind, randomized trial.","2017","literature","high","1","randomized_controlled_trial","probiotic","","","true","https://pubmed.ncbi.nlm.nih.gov/28008750/","114","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"NCT:NCT02539836","ClinicalTrials.gov","NCT02539836","","","Study on Dietary Nutrition Intervention Techniques for Children Obesity","2015","clinical_trial","high","1","clinical_trial_registry","","","","true","https://clinicaltrials.gov/study/NCT02539836","115","priority=high; relevance=1; study_tag=clinical_trial_registry"
"PMID:24738701","PubMed","24738701","10.1111/apt.12758","24738701","Randomised clinical trial: The beneficial effects of VSL#3 in obese children with non-alcoholic steatohepatitis.","2014","literature","high","1","randomized_controlled_trial","","","","true","https://pubmed.ncbi.nlm.nih.gov/24738701/","116","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"NCT:NCT01922830","ClinicalTrials.gov","NCT01922830","","","Probiotics and Microbiota in Bariatric Surgery","2013","clinical_trial","high","1","clinical_trial_registry","probiotic","","microbiome","true","https://clinicaltrials.gov/study/NCT01922830","117","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"PMID:23657005","PubMed","23657005","10.1186/1471-230X-13-81","23657005","Transglucosidase improves the gut microbiota profile of type 2 diabetes mellitus patients: a randomized double-blind, placebo-controlled study.","2013","literature","high","1","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/23657005/","118","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=microbiome"
"EUROPEPMC:40827948","PubMed","40827948","10.1530/ec-25-0219","40827948","Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.","2025","literature","medium","4","needs_manual_classification","","Bifidobacterium","weight;glucose;microbiome","true","https://europepmc.org/article/MED/40827948","119","priority=medium; relevance=4; study_tag=needs_manual_classification; taxa=Bifidobacterium; outcomes=weight;glucose;microbiome"
"PMID:40965226","PubMed","40965226","10.1002/mnfr.70198","40965226","Effects of a Probiotic Formulation Based on SF68, Phytosterols, and 6S-5-Methyltetrahydrofolic Acid on Body Composition, Biochemical Parameters, Gut Microbiota, and Gastrointestinal and General Symptoms of Overweight/Obese Subjects: The PrObesity Study.","2025","literature","medium","4","needs_manual_classification","probiotic","","weight;body_composition;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/40965226/","120","priority=medium; relevance=4; study_tag=needs_manual_classification; outcomes=weight;body_composition;microbiome"
"PMID:38233990","PubMed","38233990","10.1249/MSS.0000000000003376","38233990","Effects of a Cycling versus Running HIIT Program on Fat Mass Loss and Gut Microbiota Composition in Men with Overweight/Obesity.","2024","literature","medium","4","needs_manual_classification","","","weight;body_composition;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/38233990/","121","priority=medium; relevance=4; study_tag=needs_manual_classification; outcomes=weight;body_composition;microbiome"
"PMID:28596023","PubMed","28596023","10.1053/j.gastro.2017.05.055","28596023","Prebiotics Reduce Body Fat and Alter Intestinal Microbiota in Children Who Are Overweight or With Obesity.","2017","literature","medium","4","needs_manual_classification","prebiotic","","weight;body_composition;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/28596023/","122","priority=medium; relevance=4; study_tag=needs_manual_classification; outcomes=weight;body_composition;microbiome"
"EUROPEPMC:41599863","PubMed","41599863","10.3390/nu18020250","41599863","Efficacy and Safety of CKDB-322, a Combination of <i>Lactiplantibacillus plantarum</i> Q180 and <i>Phaeodactylum tricornutum</i>, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults.","2026","literature","medium","3","needs_manual_classification","","Lactiplantibacillus","weight;body_composition","true","https://europepmc.org/article/MED/41599863","123","priority=medium; relevance=3; study_tag=needs_manual_classification; taxa=Lactiplantibacillus; outcomes=weight;body_composition"
"EUROPEPMC:41870630","PubMed","41870630","10.1007/s00784-026-06826-7","41870630","Sex-specific differences in salivary microbiota composition and their associations with metabolic health in adults with excess body weight: a secondary cross-sectional analysis.","2026","literature","medium","3","needs_manual_classification","","","weight;glucose;microbiome","true","https://europepmc.org/article/MED/41870630","124","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=weight;glucose;microbiome"
"EUROPEPMC:41884209","PubMed","41884209","10.3389/fendo.2026.1786776","41884209","Urolithin A: a multi-target therapeutic candidate derived from the gut microbiota for obesity and metabolic dysfunction.","2026","literature","medium","3","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/41884209","125","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:40601234","PubMed","40601234","10.1007/s11154-025-09977-2","40601234","Emerging evidence and potential avenues to achieve durable outcomes in patients with obesity: the confluence of nutrition, and Microbiome on body composition.","2025","literature","medium","3","needs_manual_classification","","","body_composition;microbiome","true","https://europepmc.org/article/MED/40601234","126","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=body_composition;microbiome"
"PMID:40806053","PubMed","40806053","10.3390/nu17152468","40806053","Effect of Polyphenol-Rich Interventions on Gut Microbiota and Inflammatory or Oxidative Stress Markers in Adults Who Are Overweight or Obese: A Systematic Review and Meta-Analysis.","2025","literature","medium","3","meta_analysis_or_systematic_review","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/40806053/","127","priority=medium; relevance=3; study_tag=meta_analysis_or_systematic_review; outcomes=weight;microbiome"
"PMID:38498828","PubMed","38498828","10.1080/27697061.2024.2320192","38498828","Effect of Bifidobacterium Intake on Body Weight and Body Fat in Overweight and Obese Adult Subjects: A Systematic Review and Meta-Analysis.","2024","literature","medium","3","meta_analysis_or_systematic_review","","Bifidobacterium","weight;body_composition","true","https://pubmed.ncbi.nlm.nih.gov/38498828/","128","priority=medium; relevance=3; study_tag=meta_analysis_or_systematic_review; taxa=Bifidobacterium; outcomes=weight;body_composition"
"PMID:39182247","PubMed","39182247","10.1080/19490976.2024.2392875","39182247","Examination of sex-specific interactions between gut microbiota and host metabolism after 12-week combined polyphenol supplementation in individuals with overweight or obesity.","2024","literature","medium","3","needs_manual_classification","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/39182247/","129","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=weight;microbiome"
"PMID:39796506","PubMed","39796506","10.3390/nu17010072","39796506","Role of Increasing Body Mass Index in Gut Barrier Dysfunction, Systemic Inflammation, and Metabolic Dysregulation in Obesity.","2024","literature","medium","3","needs_manual_classification","","","BMI;glucose","true","https://pubmed.ncbi.nlm.nih.gov/39796506/","130","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=BMI;glucose"
"PMID:36615904","PubMed","36615904","10.3390/nu15010248","36615904","Effects of Initial Combinations of Gemigliptin Plus Metformin Compared with Glimepiride Plus Metformin on Gut Microbiota and Glucose Regulation in Obese Patients with Type 2 Diabetes: The INTESTINE Study.","2023","literature","medium","3","needs_manual_classification","","","glucose;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/36615904/","131","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"PMID:37602405","PubMed","37602405","10.1093/jas/skad276","37602405","Short-term changes in dietary fat levels and starch sources affect weight management, glucose and lipid metabolism, and gut microbiota in adult cats.","2023","literature","medium","3","needs_manual_classification","","","weight;lipid;glucose;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/37602405/","132","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=weight;lipid;glucose;microbiome"
"PMID:35866596","PubMed","35866596","10.3920/BM2021.0159","35866596","Mild intermittent hypoxia exposure alters gut microbiota composition in men with overweight and obesity.","2022","literature","medium","3","needs_manual_classification","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/35866596/","133","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=weight;microbiome"
"PMID:31175629","PubMed","31175629","10.1007/s13679-019-00352-2","31175629","Understanding the Role of the Gut Microbiome and Microbial Metabolites in Obesity and Obesity-Associated Metabolic Disorders: Current Evidence and Perspectives.","2019","literature","medium","3","needs_manual_classification","","","glucose;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/31175629/","134","priority=medium; relevance=3; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:40825719","PubMed","40825719","10.3350/cmh.2025.0718","40825719","Pediatric metabolic dysfunction-associated steatotic liver disease and the gut microbiome: from research landscape to targeted modulation.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/40825719","135","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:41297880","PubMed","41297880","10.1016/j.molmet.2025.102289","41297880","The role of the gut non-bacterial microbiome (virome, mycobiome, archaeome) and its impact on obesity.","2026","literature","medium","2","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41297880","136","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41522487","PubMed","41522487","10.1096/fba.2025-00218","41522487","The Gut Microbiota-Insulin Resistance Axis: Mechanisms, Clinical Implications, and Therapeutic Potential.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/41522487","137","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:41750295","PubMed","41750295","10.3390/biom16020226","41750295","Endotoxins and Metabolic Endotoxemia in Obesity and Associated Noncommunicable Diseases: A Focus on Sex Differences.","2026","literature","medium","2","needs_manual_classification","","","glucose","true","https://europepmc.org/article/MED/41750295","138","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:41762381","PubMed","41762381","10.1007/s13300-026-01851-x","41762381","Gut Microbiota and Metabolic Health: From Dysbiosis to Therapeutics.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/41762381","139","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:41783752","PubMed","41783752","10.2147/ijwh.s589117","41783752","Gut Microbiota Has the Potential to Improve Sarcopenic Obesity in Menopausal Women by Regulating Estrogen.","2026","literature","medium","2","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41783752","140","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41901529","PubMed","41901529","10.3390/medicina62030444","41901529","Heart-Gut Axis in Cardiometabolic Disease: Microbiome-Mediated Pathways Linking Metabolic Syndrome to Cardiovascular Risk.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/41901529","141","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:42077461","PubMed","42077461","10.3389/fendo.2026.1806638","42077461","Faecal microbiota transplantation and glucolipid metabolic disorders: the interventional role of gut microbiota.","2026","literature","medium","2","needs_manual_classification","","","lipid;glucose;microbiome","true","https://europepmc.org/article/MED/42077461","142","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=lipid;glucose;microbiome"
